Title,year,SJR,h-index,avg_citations
Law and Development Review,2012,0.0,4,0.0
Economics of Transportation,2012,0.0,12,0.0
Regional Science Inquiry,2012,0.0,3,0.0
Electronic International Journal of Time Use Research,2012,0.0,4,0.0
Nurture,2012,0.0,1,0.0
Institutions and Economies,2012,0.0,5,0.0
International Journal of Interdisciplinary Organizational Studies,2012,0.0,1,0.0
International Journal of Euro-Mediterranean Studies,2012,0.0,4,0.0
Comptabilite Controle Audit,2012,0.0,4,0.0
Wine Economics and Policy,2012,0.0,11,0.0
"Journal of Economics, Finance and Administrative Science",2012,0.0,6,0.0
Law and Economics Yearly Review,2012,0.0,4,0.0
Review of Keynesian Economics,2012,0.0,7,0.0
European Journal of Government and Economics,2012,0.0,4,0.0
Journal of Risk Model Validation,2012,0.0,5,0.0
IZA Journal of Labor Policy,2012,0.0,9,0.0
IZA Journal of European Labor Studies,2012,0.0,8,0.0
IZA Journal of Labor and Development,2012,0.0,7,0.0
IZA Journal of Labor Economics,2012,0.0,7,0.0
Economics of Energy and Environmental Policy,2012,0.0,10,0.0
"Region: Regional Studies of Russia, Eastern Europe, and Central Asia",2012,0.0,3,0.0
Journal of Economic Structures,2012,0.0,6,0.0
Quarterly Journal of Economics,2013,26.754,219,7.66
Journal of Political Economy,2013,19.809,159,4.38
Journal of Finance,2013,19.793,249,7.76
Econometrica,2013,19.762,158,4.23
Journal of Economic Literature,2013,19.535,140,10.09
Review of Financial Studies,2013,13.684,145,4.55
Journal of Financial Economics,2013,12.299,206,5.12
Review of Economic Studies,2013,12.2,118,3.7
American Economic Journal: Macroeconomics,2013,11.927,43,4.1
American Economic Journal: Applied Economics,2013,11.033,56,3.89
American Economic Review,2013,10.472,237,3.98
American Economic Journal: Economic Policy,2013,10.182,38,3.2
Journal of Economic Perspectives,2013,8.649,162,6.3
Annual Review of Economics,2013,8.625,34,3.19
Journal of the European Economic Association,2013,8.16,71,4.4
Journal of Management,2013,8.154,176,9.75
Journal of Accounting and Economics,2013,7.678,122,3.66
Journal of Marketing,2013,7.406,208,5.9
Review of Economics and Statistics,2013,7.192,134,3.53
Brookings Papers on Economic Activity,2013,6.621,70,2.36
Journal of Marketing Research,2013,6.449,141,3.75
Journal of Consumer Research,2013,6.242,146,3.36
Journal of International Economics,2013,6.149,113,3.05
Journal of Economic Growth,2013,6.133,72,3.25
Theoretical Economics,2013,6.114,21,1.74
Marketing Science,2013,6.053,108,3.02
Journal of Labor Economics,2013,5.685,90,2.48
Economic Policy,2013,5.597,63,4.48
Journal of Monetary Economics,2013,5.499,107,2.48
Economic Journal,2013,5.496,134,3.49
Journal of Accounting Research,2013,5.472,113,3.43
Journal of Business and Economic Statistics,2013,5.403,80,3.09
Longe Range Planning,2013,5.32,81,3.83
American Economic Journal: Microeconomics,2013,5.282,26,2.06
Accounting Review,2013,5.267,125,3.37
Journal of Financial and Quantitative Analysis,2013,5.243,97,2.5
Review of Economic Dynamics,2013,5.195,52,2.21
Journal of International Business Studies,2013,5.161,156,4.65
RAND Journal of Economics,2013,4.931,92,1.7
Quantitative Economics,2013,4.924,17,2.67
Journal of Financial Intermediation,2013,4.873,63,2.5
Journal of Economic Theory,2013,4.765,84,1.19
Econometric Theory,2013,4.543,58,1.34
Journal of Econometrics,2013,4.484,127,1.97
Journal of Public Economics,2013,4.421,115,2.47
Journal of Human Resources,2013,4.398,86,2.03
Experimental Economics,2013,4.071,42,3.35
International Economic Review,2013,4.069,74,1.72
Annual Review of Financial Economics,2013,3.943,17,1.8
Journal of Development of Economics,2013,3.76,115,3.27
Review of Finance,2013,3.72,43,2.24
Quantitative Marketing and Economics,2013,3.66,26,1.27
Journal of Applied Econometrics,2013,3.499,81,1.84
Journal of Urban Economics,2013,3.46,89,2.48
Global Journal of Emerging Market Economies,2013,3.427,6,0.4
Entrepreneurship: Theory and Practice,2013,3.419,107,4.9
Journal of the Academy of Marketing Science,2013,3.252,139,6.13
Review of Environmental Economics and Policy,2013,3.169,38,5.03
Economic Geography,2013,3.066,71,3.69
Journal of Financial Markets,2013,3.04,49,1.9
Games and Economic Behavior,2013,3.024,79,1.41
Journal of Supply Chain Management,2013,3.008,71,4.59
Journal of Economic Geography,2013,2.881,83,3.96
Journal of Environmental Economics and Management,2013,2.81,101,3.38
Economic Theory,2013,2.78,49,1.86
Real Estate Economics,2013,2.772,52,2.0
Family Business Review,2013,2.758,80,7.41
Strategic Entrepreneurship Journal,2013,2.754,23,2.94
Structural Equation Modeling,2013,2.704,79,2.1
Contemporary Accounting Research,2013,2.667,77,2.14
Journal of Population Economics,2013,2.661,63,1.91
European Economic Review,2013,2.629,110,1.78
Econometrics Journal,2013,2.483,26,1.49
SIAM Journal on Financial Mathematics,2013,2.44,21,1.39
Business Ethics Quarterly,2013,2.376,57,3.47
Journal of Human Capital,2013,2.374,13,1.17
MIS Quarterly Executive,2013,2.348,25,3.76
Economic History Review,2013,2.294,41,1.75
"Journal of Money, Credit and Banking",2013,2.28,91,1.34
Journal of Risk and Uncertainty,2013,2.206,62,1.65
Journal of Industrial Economics,2013,2.195,67,0.85
Financial Management,2013,2.19,56,1.08
Nonlinear Analysis: Real World Applications,2013,2.158,69,2.74
Journal of Law and Economics,2013,2.152,71,1.72
International Journal of Production Economics,2013,2.137,141,3.79
Asia Pacific Journal of Management,2013,2.111,60,3.18
Conflict Management and Peace Science,2013,2.068,32,1.23
Journal of Economics and Management Strategy,2013,2.027,58,1.56
Finance and Stochastics,2013,2.021,36,1.56
World Bank Economic Review,2013,1.955,77,1.79
Industrial and Corporate Change,2013,1.946,92,2.0
Energy Economics,2013,1.928,109,3.45
Financial Analysts Journal,2013,1.915,66,1.54
Ecological Economics,2013,1.914,161,3.3
Journal of Corporate Finance,2013,1.912,77,2.18
Mathematical Finance,2013,1.9,65,1.71
Journal of Real Estate Research,2013,1.871,25,2.0
Journal of Common Market Studies,2013,1.841,76,2.74
Journal of International Marketing,2013,1.836,73,2.8
Auditing,2013,1.79,58,2.58
Economica,2013,1.771,54,1.38
Journal of World Business,2013,1.768,87,2.9
Judgment and Decision Making,2013,1.733,40,1.96
Land Economics,2013,1.716,73,1.81
Journal of Financial Stability,2013,1.698,32,3.3
"Journal of the Royal Statistical Society. Series A, (Statistics in Society)",2013,1.697,67,1.97
Environmental and Resource Economics,2013,1.682,77,2.29
Economic Inquiry,2013,1.678,61,1.42
European Journal of Political Economy,2013,1.676,65,2.1
Energy Journal,2013,1.626,64,2.0
Economy and Society,2013,1.62,78,2.22
Economics of Education Review,2013,1.606,65,1.46
Journal of Consumer Culture,2013,1.587,45,3.29
Journal of Economic Dynamics and Control,2013,1.573,75,1.35
Review of Economics of the Household,2013,1.567,24,1.54
Public Choice,2013,1.54,65,1.04
Consumption Markets and Culture,2013,1.528,19,1.13
World Development,2013,1.516,140,2.65
Socio-Economic Review,2013,1.492,41,2.5
Marine Policy,2013,1.49,73,2.88
Journal of Banking and Finance,2013,1.482,126,2.09
Scandinavian Journal of Economics,2013,1.478,55,1.26
European Financial Management,2013,1.466,51,2.19
Journal of Financial Econometrics,2013,1.462,33,1.33
Small Business Economics,2013,1.456,98,2.25
Econometric Reviews,2013,1.454,36,1.16
"Journal of Law, Economics, and Organization",2013,1.452,60,1.4
International Journal of Electronic Commerce,2013,1.437,70,4.07
"Resources, Conservation and Recycling",2013,1.424,94,3.75
International Review of Environmental and Resource Economics,2013,1.421,17,1.76
Labour Economics,2013,1.42,60,1.3
Regional Science and Urban Economics,2013,1.419,63,1.43
Journal of International Management,2013,1.41,56,1.71
"Work, Employment and Society",2013,1.391,64,2.15
Journal of Real Estate Finance and Economics,2013,1.391,53,1.1
Science Technology and Human Values,2013,1.381,61,2.19
Canadian Journal of Economics,2013,1.371,58,0.86
Journal of Economic History,2013,1.361,50,1.18
European Review of Economic History,2013,1.349,29,1.07
Financial History Review,2013,1.344,15,0.91
B.E. Journal of Economic Analysis and Policy,2013,1.338,28,0.65
Journal of International Money and Finance,2013,1.331,77,1.6
American Journal of Agricultural Economics,2013,1.327,90,1.74
Journal of Economic Behavior and Organization,2013,1.302,94,1.49
Annual Review of Resource Economics,2013,1.3,19,2.08
Technological and Economic Development of Economy,2013,1.298,36,3.03
Food Policy,2013,1.29,76,3.32
Economic Systems Research,2013,1.278,45,2.71
Journal of Empirical Finance,2013,1.274,63,1.55
Applied Economic Perspectives and Policy,2013,1.264,40,2.02
Journal of Economic Psychology,2013,1.261,77,1.75
Insurance: Mathematics and Economics,2013,1.25,62,1.66
Resources and Energy Economics,2013,1.248,57,2.03
Spatial Economic Analysis,2013,1.244,23,1.63
Financial Review,2013,1.241,37,0.85
Journal of Public Policy and Marketing,2013,1.237,60,1.95
Entrepreneurship and Regional Development,2013,1.228,69,1.91
Journal of Financial Services Research,2013,1.216,44,1.71
Journal of Economic Surveys,2013,1.213,76,2.3
National Tax Journal,2013,1.211,49,0.95
Oxford Bulletin of Economics and Statistics,2013,1.21,61,1.29
Post-Soviet Affairs,2013,1.209,36,2.25
B.E. Journal of Theoretical Economics,2013,1.2,16,0.39
Economic Development and Cultural Change,2013,1.199,59,0.98
Journal of Industrial Ecology,2013,1.156,80,3.2
ASTIN Bulletin,2013,1.156,35,1.06
International Finance,2013,1.146,34,0.97
Review of International Political Economy,2013,1.144,56,1.75
"Cambridge Journal of Regions, Economy and Society",2013,1.135,34,1.14
Forest Policy and Economics,2013,1.119,54,2.22
Journal of Mathematical Economics,2013,1.118,35,0.59
Extremes,2013,1.112,25,1.14
World Bank Research Observer,2013,1.108,55,2.75
International Tax and Public Finance,2013,1.105,43,1.27
European Review of Agricultural Economics,2013,1.094,50,1.75
Journal of Agricultural Economics,2013,1.089,50,1.53
Scandinavian Actuarial Journal,2013,1.08,30,1.39
Journal of Business Finance and Accounting,2013,1.076,60,1.61
World Trade Review,2013,1.073,25,0.86
Economics of Transportation,2013,1.066,12,2.5
North American Actuarial Journal,2013,1.063,38,1.45
Social Choice and Welfare,2013,1.062,42,0.75
Marketing Letters,2013,1.061,55,1.04
Economics and Politics,2013,1.058,37,0.94
China Economic Review,2013,1.054,56,1.93
Research in Transportation Economics,2013,1.053,30,1.49
De Economist,2013,1.045,25,1.54
Journal of Business Ethics,2013,1.041,132,2.52
Oxford Review of Economic Policy,2013,1.036,73,2.1
International Journal of Central Banking,2013,1.03,21,1.17
International Review of Finance,2013,1.024,12,1.41
Journal of the American Taxation Association,2013,1.023,15,0.81
International Business Review,2013,1.022,73,2.53
Theory and Decision,2013,1.013,30,0.74
International Journal of Agricultural Sustainability,2013,1.007,29,2.2
Journal of Family Business Strategy,2013,1.004,27,2.07
Journal of Risk and Insurance,2013,1.003,53,2.01
Kyklos,2013,1.002,51,1.47
Journal of Housing Economics,2013,0.998,41,1.33
Applied Mathematical Finance,2013,0.994,24,0.84
Journal of Regulatory Economics,2013,0.991,48,1.14
Review of World Economics,2013,0.991,44,1.26
B.E. Journal of Macroeconomics,2013,0.988,15,0.56
World Economy,2013,0.98,58,1.09
European Journal of Health Economics,2013,0.977,42,2.16
Macroeconomic Dynamics,2013,0.976,39,1.27
Journal of Economic Inequality,2013,0.974,27,1.98
International Marketing Review,2013,0.958,71,2.46
American Law and Economics Review,2013,0.957,26,1.21
Journal of International Economic Law,2013,0.946,41,1.92
Journal of Alternative Investments,2013,0.94,13,0.82
Journal of Comparative Economics,2013,0.938,69,1.8
IZA Journal of Labor Economics,2013,0.936,7,0.5
Explorations in Economic History,2013,0.927,36,1.25
Foundations and Trends in Entrepreneurship,2013,0.926,24,2.0
Journal of Consumer Affairs,2013,0.926,49,1.31
Wine Economics and Policy,2013,0.925,11,2.17
Journal of Public Economic Theory,2013,0.915,28,0.71
International Journal of Accounting Information Systems,2013,0.914,42,3.18
Journal of Advanced Transportation,2013,0.912,31,1.67
Critical Perspectives on Accounting,2013,0.907,52,1.46
Management Accounting Research,2013,0.888,72,2.63
International Journal of Business Communication,2013,0.879,44,1.39
"Journal of Neuroscience, Psychology, and Economics",2013,0.878,19,1.95
Tijdschrift voor Economische en Sociale Geografie,2013,0.877,45,1.72
Review of International Organizations,2013,0.872,26,1.28
Journal of Evolutionary Economics,2013,0.87,61,1.05
Eurasian Geography and Economics,2013,0.86,36,1.39
German Economic Review,2013,0.855,28,1.25
Cliometrica,2013,0.845,14,1.32
"Accounting, Auditing and Accountability Journal",2013,0.833,76,1.4
Socio-Economic Planning Sciences,2013,0.832,41,2.37
Journal of Bioeconomics,2013,0.832,21,0.32
Maritime Economics and Logistics,2013,0.83,39,1.59
Journal of Macroeconomics,2013,0.809,37,0.88
Journal of Competition Law and Economics,2013,0.807,19,1.13
Environment and Development Economics,2013,0.805,52,1.33
Legal Issues of Economic Integration,2013,0.804,7,0.9
Journal of Portfolio Management,2013,0.792,42,0.87
Annals of Finance,2013,0.788,18,0.7
Economics of Innovation and New Technology,2013,0.786,26,1.05
Australian Journal of Agricultural and Resource Economics,2013,0.781,41,1.37
Journal of Productivity Analysis,2013,0.778,61,1.24
"International Environmental Agreements: Politics, Law and Economics",2013,0.772,29,1.74
Quantitative Finance,2013,0.769,56,0.9
Economics Letters,2013,0.768,77,0.62
Agricultural Economics,2013,0.763,63,1.41
Internet Research,2013,0.754,68,3.37
Pacific Economic Review,2013,0.746,27,0.78
International Journal of Theoretical and Applied Finance,2013,0.737,25,0.71
Accounting Forum,2013,0.732,32,1.6
Feminist Economics,2013,0.727,45,1.74
Economics and Philosophy,2013,0.726,32,0.75
International Review of Economics and Finance,2013,0.718,38,1.25
Journal of Institutional Economics,2013,0.712,18,1.46
Cambridge Journal of Economics,2013,0.705,70,1.92
CESifo Economic Studies,2013,0.703,23,0.81
Energy Systems,2013,0.703,17,1.63
Applied Health Economics and Health Policy,2013,0.697,30,2.11
Mathematics and Financial Economics,2013,0.696,15,0.76
Resources Policy,2013,0.694,50,2.13
Journal of Policy Modeling,2013,0.68,40,1.37
North American Journal of Economics and Finance,2013,0.672,29,1.66
Journal of Futures Markets,2013,0.671,45,1.22
Journal of African Economies,2013,0.671,37,0.65
Review of Income and Wealth,2013,0.67,47,1.04
International Journal of Game Theory,2013,0.669,37,0.58
Economics of Transition,2013,0.667,44,1.08
Financial Markets and Portfolio Management,2013,0.664,18,0.78
Geneva Papers on Risk and Insurance: Issues and Practice,2013,0.663,25,1.1
"Journal of Accounting, Auditing and Finance",2013,0.657,38,1.21
China and World Economy,2013,0.656,22,1.14
Metroeconomica,2013,0.655,23,1.0
Southern Economic Journal,2013,0.654,47,0.78
ClinicoEconomics and Outcomes Research,2013,0.651,19,2.4
Europe-Asia Studies,2013,0.651,47,1.51
Marine Resource Economics,2013,0.644,37,1.34
Accounting and Finance,2013,0.642,38,1.21
Global Policy,2013,0.639,22,1.07
Journal of the Japanese and International Economies,2013,0.638,34,1.11
International Journal of Economic Theory,2013,0.637,9,0.57
Journal of Transport Economics and Policy,2013,0.629,46,1.08
International Journal of Market Research,2013,0.628,43,0.91
Emerging Markets Review,2013,0.625,39,1.69
Review of Economic Design,2013,0.621,21,0.42
"Journal of International Accounting, Auditing and Taxation",2013,0.621,33,1.23
Accounting in Europe,2013,0.618,12,1.52
IZA Journal of European Labor Studies,2013,0.616,8,0.75
Public Budgeting and Finance,2013,0.612,20,0.91
Journal of Pension Economics and Finance,2013,0.612,22,1.17
European Actuarial Journal,2013,0.611,8,0.73
Engineering Economics,2013,0.609,24,1.07
Indian Economic and Social History Review,2013,0.607,15,0.39
Electronic Commerce Research,2013,0.604,31,3.11
Foresight,2013,0.603,24,1.03
Globalizations,2013,0.602,30,1.18
Journal of Behavioral Finance,2013,0.601,10,0.72
Review of Network Economics,2013,0.599,12,0.42
Review of Industrial Organization,2013,0.594,49,0.82
Oxford Economic Papers,2013,0.584,60,1.16
Journal of Business Economics and Management,2013,0.578,27,1.31
Quarterly Review of Economics and Finance,2013,0.576,42,1.04
Journal of Family and Economic Issues,2013,0.575,38,1.49
Journal of Financial Research,2013,0.571,41,0.85
Journal of Asian Economics,2013,0.569,37,0.9
Journal of International Financial Management and Accounting,2013,0.56,30,1.11
Review of Derivatives Research,2013,0.558,24,0.52
Information Economics and Policy,2013,0.558,43,1.37
